Date,Title,Img_url,Likes
"October 4, 2019",Can Car Rental analytics help make better investment decisions?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/09/Can-Car-Rental-analytics-help-make-better-investment-decisions-2.jpg,5
"September 21, 2019",Top 3 considerations for blueprinting your content transformation,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/09/blog-post.jpg,5
"September 11, 2019",The Path to A Shared Future: Can car rentals help in turning around the industry slowdown ?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/09/cargain.jpg,5
"August 21, 2019",Delivering Duty of Care in the Age of Corporate Rogue Travel,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/08/Delivering-Duty-of-Care-in-the-Age-of-Corporate-Rogue-Travel.jpg,4
"July 22, 2019",Who is winning the experience game in travel and hospitality?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/07/Who-is-winning-the-experience-game-in-travel-and-hospitality-1.jpg,1
"July 18, 2019",Airlines: Soaring on Ancillary Revenue,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/07/Airlines-Soaring-on-Ancillary-Revenue.jpg,1
"June 24, 2019",Transaction Tracking and Analytics: Steering Car Rental,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/06/car.jpg,0
"June 24, 2019",Enhancing Car Rental Revenue Management with AI-driven Dynamic Pricing,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/06/car1.jpg,0
"February 8, 2019",Busting a billion-dollar digital myth for cruise lines!,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Cruise-Image-1218x609.jpg,1
"September 24, 2018",The future of distribution strategy at your doorstep,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Dss-Blog-1200x600.jpg,0
"August 27, 2018","‘A Thousand Words’: Why Great Visuals Speak Directly, Fluently and Effortlessly",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/2-brandgain-1200x600.jpg,0
"August 24, 2018",New Age Data is Driving Growth for Travel Package Providers,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/1-packages-1200x600.jpg,0
"July 13, 2018",7 Top Trends In Hotel Distribution Today,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Distribution-900x450.jpg,0
"May 4, 2018",HRS Selects RateGain as its Channel Management Partner for their newest connectivity platform,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Retagain_HRS-1-764x382.jpg,0
"April 11, 2018",Code Itineraries: A road map for the travel industry to unlock one trillion dollars in value by 2025,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/code_itinerary1-534x267.jpg,0
"April 9, 2018",5 Ways to Improve Your Hotel's Visibility within Search Engines,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/SEO_HOTEL-1-650x325.png,0
"January 11, 2018",It's 100% pure adrenaline! Introducing Distribution Strategy Studio,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/madrid-TT-hres-2011_8-xlarge-1280x640.jpg,0
"December 11, 2017",Your Hotel Reputation Matters to Your Revenue,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Management-147765833-2800x1400-scaled.jpg,0
"November 23, 2017","Hoteliers, Take a Re-look at Parity and Prevent Revenue Leakages",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/revenu_leakage_banner_mail1-754x377.jpg,0
"November 13, 2017",Building the Perfect Revenue Strategy Is Not Enough; Advanced Hotel Revenue Management Tool is a Must!,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382.jpg,0
"November 3, 2017",Travel Industry is Already Using Geo-based Competitive Price Tracking; Act Now Before Its Too Late,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Geo-pricing-764x382.png,0
"October 25, 2017",We Bet You Will Not Want to Miss The Benefits of a Comprehensive Hotel Price Intelligence Solution!,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pricing-764x382.jpg,0
"October 11, 2017",Tracking Mobile App Rates of Your Competition is a MUST for Your Price Strategy!,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-202739491-2800x1400-scaled.jpg,0
"September 29, 2017",Will Artificial Intelligence Replace Human Intelligence in Revenue Management and Pricing Analysis?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Artificial_Intelligence-764x382.jpg,0
"September 21, 2017",7 Fundamental Hotel Marketing Strategies To Stand Out From Your Competition,https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/09/bigstock-Digital-Marketing-New-Startup-190890487-2800x1400-1.jpg,1
"September 18, 2017",Design an Effective Hotel Guest Loyalty Program to Increase Hotel Bookings and Revenue,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Loyalty-Program-145042721-2800x1400-scaled.jpg,0
"September 14, 2017",Yield Management in Hospitality - Important for Efficient Revenue Management Strategy,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-192270436-2800x1400-scaled.jpg,0
"September 7, 2017",What Makes Your Guests The Promoters of Your Brand?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-193620838-3000x1500-scaled.jpg,0
"August 28, 2017",The Role and Future of Technology in Travel Industry,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Social-media-travel-industry-300x207-1-1100x759-1-570x285.jpg,0
"August 21, 2017",New Consumer Review Dashboard For Hotels,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/BG_blog_banner2-764x382-764x382.jpg,0
"August 21, 2017",Measuring Demand in Your City will Skyrocket your Revenue - Here is How!,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotelier-demand-forecasting-762x381-1.jpg,0
"August 16, 2017",7 Best Methods to Gather Quality Guest Feedback,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg,0
"August 14, 2017","The Brilliant Hotelier: Face To Face With Panayiotis Kyprianou From Thanos Resorts & Spas, Cyprus",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/G8H6842-1-4896x2448-scaled.jpg,0
"August 8, 2017","Hotels, Utilize Closed User Group (CUG) Customers to Increase Revenue Through Direct Bookings",https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/08/bigstock-Support-Help-Unity-Togethernes-118375838-2800x1400-1.jpg,0
"August 2, 2017",Create a Revenue Centric Culture in your Hotel by Integrating Technology,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Teamwork-And-Integration-Conce-66966004-2800x1400-scaled.jpg,0
"July 31, 2017","Hoteliers, Are You Using Mobile to Support Your Online Reputation Management?",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Popular-Ranking-Hon-184164262-3596x1798-scaled.jpg,0
"July 25, 2017",7 Practical tips to improve online reviews of your hotel,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Online-Reviews-Evaluation-Time-185136694-2800x1400-scaled.jpg,0
"July 24, 2017",14 Features to Consider Before Your Hotel Decides to Devote In a Channel Manager,https://rategaincom.wpenginepowered.com/wp-content/uploads/2016/03/Channel-Management-Features-to-Choose-the-Right-Hotel-Channel-Manager.webp,0
"July 19, 2017",Managing Hotel Guest Sentiment and Online Presence to Create Revenue Centric Culture,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg,0
"July 18, 2017","Hoteliers, You Need a Channel Manager with an Edge to Stand out from Competition",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Distribution-900x450.jpg,0
"July 10, 2017","Hoteliers, Learn How to Create A Revenue Centric Culture in Your Hotel",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382-1.jpg,0
"July 4, 2017","Hoteliers, Learn About The Growing Importance of Hotel Online Reputation Management",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Management-145495634-2800x1400-scaled.jpg,0
"June 28, 2017",How to Make Restaurant’s Online Reputation a Secret Sauce in Enhancing your Hotel Brand?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/restaurant_online_repuptation2-870x435.jpg,0
"June 19, 2017",Engaging Travelers Through Social Media Can Reap Umpteen Benefits for Hotels,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-social-media-960x480.jpg,0
"June 14, 2017",Approach For A Balanced Hotel Distribution Strategy - Learn Why Hotels Should Adopt It,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/channelmanager-1094x547.png,0
"June 6, 2017",9 Tips to Build a Hotel’s Facebook Strategy & Improve Guest Experience,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/facebook_bannerImg-764x382.jpg,0
"May 30, 2017",Top Trends: Millennial Travelers & the Hospitality Sector,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/4FA1CA06CC244CDA241A54F378ACCCBFD4056C5D0D5865A59Fpimgpsh_fullsize_distr-764x382.jpg,0
"May 26, 2017",Evolving Role Of Hotel Revenue Manager - Part 4,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/blog_img-764x382.jpg,0
"May 24, 2017",The Evolving Role of Revenue Managers - Part 3,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Competitive-Edge-119382113-2800x1400-scaled.jpg,0
"May 17, 2017",The Evolving Role Of Hotel Revenue Managers – Part 2,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-165382157-2800x1400-scaled.jpg,0
"May 15, 2017",How Your Hotel distribution & Online Reputation Strategy is key to RevPAR Management,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-184358374-3000x1500-scaled.jpg,0
"May 10, 2017",The Evolving Role of Hotel Revenue Managers - Part 1,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Finance-Report-Concept-Flat-S-124822064-3000x1500-scaled.jpg,0
"May 2, 2017",5 Effective Ways Hotels Could Conduct Guest Surveys and Loyalty Programs,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg,0
"April 26, 2017","Hoteliers, Are Vacation Rentals Eating Your Lunch?",https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/04/vacation-rental_airbnb-1428x714-1024x512-1.jpg,0
"April 18, 2017",The Future of Hotel Revenue Management – BOTs or Humans?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/artificial-intelligence-risk-reward-now-labs-2088x1044.jpg,0
"April 14, 2017","Hoteliers, Learn How to Overcome the Challenges in Online Reputation Management",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Or-Marketing-Concept-181728700-1-617x308.jpg,0
"April 13, 2017",Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 4,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Seasonality-356x178.png,0
"April 11, 2017",Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 3,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Competitive-Advantage-Concept-118415714-2750x1375-scaled.jpg,0
"April 7, 2017",Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 2,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Businessman-Hand-Drawing-Sales-118618487-3800x1900-scaled.jpg,0
"April 3, 2017",Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 1,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-153294449-3000x1500-scaled.jpg,0
"March 27, 2017","Hoteliers, Beat the Competition and Be The Market Leaders By Adopting Automation",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/automation-764x382-764x382.jpg,0
"March 17, 2017",How Can Hotels Use Google to Maximise their Online Presence?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/google_banner_img-764x382.jpg,0
"March 14, 2017",Revenue Management & Marketing Automation can Help Independent Hotels Stay Ahead,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Action-Plan-Action-Plan-Str-159437243-2800x1400-scaled.jpg,0
"March 2, 2017","Hoteliers, Design Your Revenue Management Strategy in Pre-Opening Stage",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-133294829-2800x1400-scaled.jpg,0
"February 20, 2017","Hoteliers, Keep a Track of Events and Holidays To Increase your Revenue Many Folds",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Calendar-Note-Schedule-Memo-Ma-148425554-2800x1400-scaled.jpg,0
"February 13, 2017",3 Effective Hotel Pricing Strategy Can Boost Your Hotel Revenue,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Pricing-Strategy-141013019-2800x1400-scaled.jpg,2
"February 2, 2017",How to Manage Hotel's Online Reviews & Guest Experience,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-reviews-760x380.jpg,0
"January 25, 2017",Why Should Hotels Pay Special Attention to Demand Forecasting?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotelier-demand-forecasting-762x381.jpg,0
"January 3, 2017",RateGain’s Top 12 Blogs of 2016,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Final-White-3-800x400.png,0
"December 27, 2016",Managing Real-Time Room Inventories Across Multiple OTAs,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/otas-versus-branddotcom-1740x870.png,0
"December 19, 2016","The Brilliant Hotelier: Face 2 Face with Ria Roberto, the Director of Revenue Management at Kenz Hotel Management, UAE",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/al-manzel-3-1024x763-1024x512.jpg,0
"November 28, 2016",Be the Revenue Management Hero of your Hotel,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rev_hero_img-472x236.jpg,0
"November 21, 2016",Tips to Build Customer Loyalty for Your Restaurant,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/restaurant-948x474.jpg,0
"November 18, 2016","Systems Reliability, A Necessity for Hotel Operations: Part 2",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Summer-Vacation-And-Online-Boo-98043824-1-300x141-282x141.jpg,0
"November 16, 2016",Is Your Hotel United by Goals but Divided by Systems?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/sdf-740x370.jpg,0
"November 15, 2016","The Brilliant Hotelier: Face 2 Face with I Nyoman Astama, General Manager of the Bali Niksoma Boutique Beach Resort",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bali-niksoma2-1024x544-1024x512.jpg,0
"November 11, 2016","Systems Reliability, A Necessity for Hotel Operations: Part 1",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Novotel_Muenchen_M_3050027c-460x230.jpg,0
"November 8, 2016",Is your Hotel Website Ready for Google's Latest Mobile Updates,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Google-update-mobile-friendly-850x425.png,0
"November 3, 2016",Optimize Your Hotel’s SEO and Mobile Strategy,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-130275857-900x450.jpg,0
"November 2, 2016","The Brilliant Hotelier: Face 2 Face with Stavros Drakou, Director at Cyprotels Hotels and Resorts, Cyprus",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/cypro-900x450.png,0
"October 26, 2016",What’s spookier than Halloween for Hoteliers?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pumpkins-3-849x424.jpg,0
"October 6, 2016","The Brilliant Hotelier: Face 2 Face with Trisna Widia, Marketing & E-Commerce Manager, Prime Plaza Hotels and Resorts, Indonesia",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/PPHotels-768x1024-768x384.jpg,0
"September 26, 2016",How to Increase Hotel Direct Bookings? Don’t Ignore the Role of a Booking Engine,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/drive-direct-bookings-1024x512-1024x512.jpg,0
"September 21, 2016",Weary of Disruption? 5 Simple Steps to Disrupt the Disruptions in the Rapidly Changing Hospitality Industry,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Disruption3-420x210.jpg,0
"September 16, 2016",Disruption in the Hotel Industry and Changing Face of the Global Travel Market,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/fdg-440x220.jpg,0
"September 15, 2016","The Brilliant Hotelier: Tête-à-Tête with Richard Lewis, the CEO of Landmark Hotels, Dubai",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/df-1430x715.jpg,0
"September 6, 2016","Hotels, Are You Prepared for Digital Detox Travelers?",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/No-wifi-image-568x284.jpg,0
"September 2, 2016","The Brilliant Hotelier: Face 2 Face with the Revenue Director at J5 Rimal Hotel Apartments, Dubai",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/J5-Rimal-900x450.jpg,0
"September 1, 2016",How Hotels of Tomorrow are Improving Guest Experience with Technology?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/fg-584x292.jpg,0
"August 25, 2016",How can Hotels Generate More Revenue from Customer Loyalty - Part II,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/make-hotel-revenue-customer-loyalty-1430x715.jpg,0
"August 19, 2016",How can Hotels Generate More Revenue from Customer Loyalty - Part I,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/expert-1718x859.jpg,0
"July 28, 2016",5 Things About Hotel Revenue Management Your Boss Wants to Know – Part II,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/blog-900x450.jpg,0
"July 22, 2016",5 Things About Hotel Revenue Management Your Boss Wants to Know - Part I,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382-1.jpg,0
"July 12, 2016","Hotels, Improve your Online Distribution Strategy with Six Simple Tips",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/channelmanager-1094x547.png,0
"July 11, 2016",How to Ensure the Demand Generated is Translated into Increased Revenues?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-revenue-management-system-900x450.jpg,0
"June 27, 2016","Brexit: The Impact on Travel and Tourism Industry, Now and Later",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Brexit-900x450.jpg,0
"June 21, 2016",Create a new chapter in the relationship between Your Hotel & Guests with Chat Tools,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/guest-satisfaction-900x450.jpg,0
"June 17, 2016",Effective Ways to Measure & Generate Demand – Part IV,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Online-Guest-Reviews-hotels-900x450.jpg,0
"June 15, 2016",Effective Ways to Measure & Generate Demand - Part II,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-demand-900x450.jpg,0
"June 15, 2016",Effective Ways to Measure & Generate Demand – Part III,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Way-connection-or-Common-Pool-Inventory-963x481.png,0
"May 17, 2016",Effective Ways to Measure and Generate Demand - Part I,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rate-intelligence-900x450.jpg,0
"May 3, 2016",8 Top Tips to Choose the Right Hotel Channel Manager,https://rategaincom.wpenginepowered.com/wp-content/uploads/2016/03/Channel-Management-Top-Tips-to-Choose-the-Right-Hotel-Channel-Manager.webp,0
"April 27, 2016",Comparing and Contrasting Industry Problems with Revenue Optimisation,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Rev1-699x349.jpg,0
"April 14, 2016","Unity for Revenue Management: An Interview With the Revenue Analyst at The Manila Hotel, Philippines",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Louie-Reyes.jpg,0
"April 6, 2016",How to Choose the Right Rate Optimisation Tool for Your Hotel?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rate-900x450.jpg,0
"March 21, 2016",Airbnb: An Alternate Lodging Threat to Hotels?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/london-e2-678x339.jpg,0
"February 19, 2016",Did You Know? It’s critical to Push Rates along with Occupancy,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/shutterstock_828033041-300x150.jpg,0
"February 12, 2016",Hotel Demand Forecasting: Top 3 Ways Hoteliers Can Leverage this Strategic Management Tool,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/room-forecasting-1216x608.jpg,0
"February 12, 2016",7 Quick Tips For Your Hotel Pre-Opening In 2017,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/dfs-1024x683-1024x512.jpg,0
"February 8, 2016",Zika virus outbreak:  Is tourism industry in Central and South America on risk?,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Zika-586x293.png,0
"January 3, 2016",9 Undeniable Advantages of Hotel Room Forecasting,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/business-ohot-762x381.jpg,0
"December 15, 2015",Golden Rules to Make the Most of Your Hotel’s Facebook Page,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-social-media-960x480.jpg,0
"October 23, 2015",A Revenue Management mistake that you need to avoid today,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/comp-sets-838x419.jpg,0
"October 19, 2015",The UK RevPAR Growth Story: Promises and Challenges,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/london-e2-678x339-1.jpg,0
"July 16, 2015",How to improve your hotel's online reputation using a 100 year old mathematics principle,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pareto-e-700x350.jpg,2
"June 4, 2015",RevPar Growth in Europe: The top three cities,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/europe-revpar-growth_rategain-700x350.png,0
